,day,date,hospitalized,icu,ventilated
114,75,2020-06-13,78.3265257760213,23.497957732804934,15.665305155203896
115,76,2020-06-14,73.50495789424167,22.05148736827323,14.700991578849425
116,77,2020-06-15,69.0037067746598,20.70111203239867,13.800741354931233
117,78,2020-06-16,64.79974855121691,19.43992456536398,12.959949710241744
118,79,2020-06-17,60.87178924371983,18.26153677311595,12.174357848744876
119,80,2020-06-18,57.20014229659864,17.160042688978137,11.440028459319365
120,81,2020-06-19,53.76661160448566,16.129983481348972,10.753322320898405
121,82,2020-06-20,50.554380627931096,15.166314188378237,10.110876125584582
122,83,2020-06-21,47.54790793235588,14.264372379706401,9.50958158647245
123,84,2020-06-22,44.73282927802211,13.41984878340736,8.946565855603694
124,85,2020-06-23,42.09586623506766,12.628759870520298,8.419173247014442
125,86,2020-06-24,39.62474118575483,11.887422355726812,7.924948237150602
126,87,2020-06-25,37.30809849574871,11.192429548724249,7.461619699149196
127,88,2020-06-26,35.13543158234825,10.540629474700836,7.027086316469649
128,89,2020-06-27,33.09701557257358,9.929104671775349,6.61940311451508
129,90,2020-06-28,31.18384522476117,9.355153567426896,6.236769044950961
130,91,2020-06-29,29.387577778747072,8.816273333626668,5.877515555751415
131,92,2020-06-30,27.700480400802917,8.310144120239784,5.540096080159856
132,93,2020-07-01,26.11538189517887,7.834614568553661,5.223076379034865
133,94,2020-07-02,24.625628365924058,7.387688509776126,4.925125673185903
134,95,2020-07-03,23.22504252604267,6.967512757813893,4.645008505208352
135,96,2020-07-04,21.907886367196625,6.572365910156805,4.381577273439689
136,97,2020-07-05,20.668826919878484,6.2006480759664555,4.133765383975515
137,98,2020-07-06,19.502904852044594,5.850871455611923,3.9005809704076455
138,99,2020-07-07,18.405505670336424,5.52165170110311,3.6811011340678306
139,100,2020-07-08,17.372333306724613,5.2116999920144735,3.4744666613451045
140,101,2020-07-09,16.399385888449615,4.919815766535976,3.2798771776906506
141,102,2020-07-10,15.482933505816618,4.644880051746441,3.096586701162778
142,103,2020-07-11,14.619497807085281,4.385849342124857,2.9238995614168743
143,104,2020-07-12,13.80583326327178,4.141749978980442,2.7611666526545378
144,105,2020-07-13,13.038909959897865,3.911672987971542,2.607781991979209
145,106,2020-07-14,12.315897783417313,3.694769335023011,2.4631795566838264
146,107,2020-07-15,11.634151882921287,3.490245564875295,2.3268303765844394
147,108,2020-07-16,10.991199296695413,3.297359789012262,2.1982398593390826
148,109,2020-07-17,10.384726643984322,3.115417993190931,2.076945328795773
149,110,2020-07-18,9.812568790446676,2.943770637135458,1.962513758089699
150,111,2020-07-19,9.272698403874529,2.7818095211623586,1.8545396807758152
151,112,2020-07-20,8.763216324688983,2.6289648974070587,1.7526432649374328
152,113,2020-07-21,8.282342681595765,2.4847028044769104,1.6564685363182434
153,114,2020-07-22,7.828408689922071,2.348522606978804,1.5656817379858694
154,115,2020-07-23,7.399849074812664,2.219954722444527,1.4799698149618052
155,116,2020-07-24,6.99519506735669,2.098558520205188,1.399039013471338
156,117,2020-07-25,6.613067925834912,1.9839203777519288,1.3226135851664367
157,118,2020-07-26,6.252172938868171,1.875651881660815,1.2504345877759988
158,119,2020-07-27,5.91129387068213,1.7733881612057303,1.1822587741353345
159,120,2020-07-28,,,
