,day,date,hospitalized,icu,ventilated
46,6,2020-04-06,655.0,242.0,173.0
47,7,2020-04-07,684.0,258.0,186.0
48,8,2020-04-08,743.0,274.0,199.0
49,9,2020-04-09,807.0,289.0,212.0
50,10,2020-04-10,875.0,314.0,224.0
51,11,2020-04-11,948.0,340.0,243.0
52,12,2020-04-12,1027.0,369.0,264.0
53,13,2020-04-13,1112.0,399.0,286.0
54,14,2020-04-14,1202.0,432.0,309.0
55,15,2020-04-15,1298.0,467.0,334.0
56,16,2020-04-16,1401.0,504.0,361.0
57,17,2020-04-17,1510.0,544.0,390.0
58,18,2020-04-18,1625.0,586.0,420.0
59,19,2020-04-19,1747.0,631.0,452.0
60,20,2020-04-20,1876.0,678.0,486.0
61,21,2020-04-21,2011.0,727.0,522.0
62,22,2020-04-22,2152.0,779.0,559.0
63,23,2020-04-23,2299.0,834.0,599.0
64,24,2020-04-24,2452.0,890.0,640.0
65,25,2020-04-25,2610.0,949.0,682.0
66,26,2020-04-26,2772.0,1009.0,726.0
67,27,2020-04-27,2938.0,1071.0,771.0
68,28,2020-04-28,3106.0,1135.0,818.0
69,29,2020-04-29,3276.0,1199.0,865.0
70,30,2020-04-30,3446.0,1264.0,913.0
71,31,2020-05-01,3615.0,1329.0,960.0
72,32,2020-05-02,3782.0,1393.0,1008.0
73,33,2020-05-03,3944.0,1457.0,1055.0
74,34,2020-05-04,4101.0,1519.0,1101.0
75,35,2020-05-05,4251.0,1578.0,1146.0
76,36,2020-05-06,4391.0,1635.0,1189.0
77,37,2020-05-07,4520.0,1688.0,1229.0
78,38,2020-05-08,4638.0,1738.0,1267.0
79,39,2020-05-09,4741.0,1782.0,1301.0
80,40,2020-05-10,4829.0,1821.0,1332.0
81,41,2020-05-11,4900.0,1854.0,1358.0
82,42,2020-05-12,4955.0,1882.0,1381.0
83,43,2020-05-13,4991.0,1902.0,1398.0
84,44,2020-05-14,5009.0,1916.0,1411.0
85,45,2020-05-15,5008.0,1923.0,1418.0
86,46,2020-05-16,4989.0,1923.0,1421.0
87,47,2020-05-17,4953.0,1916.0,1418.0
88,48,2020-05-18,4899.0,1902.0,1411.0
89,49,2020-05-19,4829.0,1881.0,1398.0
90,50,2020-05-20,4744.0,1855.0,1381.0
91,51,2020-05-21,4645.0,1823.0,1360.0
92,52,2020-05-22,4534.0,1786.0,1334.0
93,53,2020-05-23,4413.0,1744.0,1305.0
94,54,2020-05-24,4283.0,1698.0,1273.0
95,55,2020-05-25,4145.0,1648.0,1238.0
96,56,2020-05-26,4001.0,1596.0,1201.0
97,57,2020-05-27,3854.0,1542.0,1161.0
98,58,2020-05-28,3703.0,1485.0,1120.0
99,59,2020-05-29,3551.0,1428.0,1079.0
100,60,2020-05-30,3398.0,1370.0,1036.0
101,61,2020-05-31,3247.0,1312.0,993.0
102,62,2020-06-01,3097.0,1254.0,950.0
103,63,2020-06-02,2950.0,1196.0,908.0
104,64,2020-06-03,2806.0,1140.0,866.0
105,65,2020-06-04,2665.0,1084.0,825.0
106,66,2020-06-05,2530.0,1031.0,784.0
107,67,2020-06-06,2398.0,978.0,745.0
108,68,2020-06-07,2272.0,928.0,707.0
109,69,2020-06-08,2151.0,879.0,670.0
110,70,2020-06-09,2035.0,833.0,635.0
111,71,2020-06-10,1924.0,788.0,601.0
112,72,2020-06-11,1819.0,745.0,569.0
113,73,2020-06-12,1718.0,704.0,538.0
114,74,2020-06-13,1623.0,666.0,509.0
115,75,2020-06-14,1532.0,629.0,480.0
116,76,2020-06-15,1447.0,594.0,454.0
117,77,2020-06-16,1365.0,561.0,429.0
118,78,2020-06-17,1289.0,529.0,405.0
119,79,2020-06-18,1216.0,500.0,382.0
120,80,2020-06-19,1148.0,472.0,361.0
121,81,2020-06-20,1083.0,445.0,340.0
122,82,2020-06-21,1023.0,420.0,321.0
123,83,2020-06-22,965.0,397.0,303.0
124,84,2020-06-23,911.0,374.0,286.0
125,85,2020-06-24,860.0,353.0,270.0
126,86,2020-06-25,812.0,334.0,255.0
127,87,2020-06-26,767.0,315.0,241.0
128,88,2020-06-27,724.0,298.0,228.0
129,89,2020-06-28,684.0,281.0,215.0
130,90,2020-06-29,647.0,265.0,203.0
131,91,2020-06-30,611.0,251.0,192.0
132,92,2020-07-01,577.0,237.0,181.0
133,93,2020-07-02,546.0,224.0,171.0
134,94,2020-07-03,516.0,212.0,162.0
135,95,2020-07-04,488.0,200.0,153.0
136,96,2020-07-05,461.0,189.0,145.0
137,97,2020-07-06,436.0,179.0,137.0
138,98,2020-07-07,413.0,169.0,129.0
139,99,2020-07-08,391.0,160.0,122.0
140,100,2020-07-09,370.0,152.0,116.0
141,101,2020-07-10,350.0,144.0,110.0
142,102,2020-07-11,331.0,136.0,104.0
143,103,2020-07-12,314.0,129.0,98.0
144,104,2020-07-13,297.0,122.0,93.0
145,105,2020-07-14,281.0,115.0,88.0
146,106,2020-07-15,267.0,109.0,84.0
147,107,2020-07-16,253.0,104.0,79.0
148,108,2020-07-17,239.0,98.0,75.0
149,109,2020-07-18,227.0,93.0,71.0
150,110,2020-07-19,215.0,88.0,67.0
151,111,2020-07-20,204.0,84.0,64.0
152,112,2020-07-21,193.0,79.0,61.0
153,113,2020-07-22,183.0,75.0,57.0
154,114,2020-07-23,174.0,71.0,54.0
155,115,2020-07-24,165.0,68.0,52.0
156,116,2020-07-25,156.0,64.0,49.0
157,117,2020-07-26,148.0,61.0,46.0
158,118,2020-07-27,141.0,58.0,44.0
159,119,2020-07-28,133.0,55.0,42.0
160,120,2020-07-29,,,
