,day,date,susceptible,infected,recovered
114,74,2020-06-13,1084901.6918032037,644816.4656425547,3296507.8425542414
115,75,2020-06-14,1062048.651549736,621611.1869215542,3342566.16152871
116,76,2020-06-15,1040482.0997458795,598776.9396595854,3386966.960594535
117,77,2020-06-16,1020129.6280847258,576359.6299164831,3429736.7419987908
118,78,2020-06-17,1000922.324784465,554398.3882227093,3470905.286992825
119,79,2020-06-18,982794.7454573235,532926.0826768002,3510505.171865876
120,80,2020-06-19,965684.8529398447,511969.8264316507,3548571.320628505
121,81,2020-06-20,949533.932982441,491551.4730725079,3585140.5939450515
122,82,2020-06-21,934286.4916581946,471688.0948915749,3620251.41345023
123,83,2020-06-22,919890.1394200396,452392.44035176025,3653943.4202281996
124,84,2020-06-23,906295.4659113612,433673.36812102725,3686257.165967611
125,85,2020-06-24,893455.9089136173,415536.25596726954,3717233.835119114
126,86,2020-06-25,881327.6201893444,397983.3835510232,3746914.996259633
127,87,2020-06-26,869869.3304419818,381014.288759027,3775342.380798992
128,88,2020-06-27,859042.2151567517,364626.0977043266,3802557.687138922
129,89,2020-06-28,848809.7627006968,348813.82889578666,3828602.4084035167
130,90,2020-06-29,839137.6457363943,333570.67236753297,3853517.681896073
131,91,2020-06-30,829993.5967348444,318888.24477140204,3877344.1584937535
132,92,2020-07-01,821347.2881511636,304756.82158569695,3900121.8902631393
133,93,2020-07-02,813170.2176452755,291165.54769260663,3921890.2346621174
134,94,2020-07-03,805435.5985827732,278102.6276342084,3942687.773783018
135,95,2020-07-04,798118.2559332157,265555.49688132247,3962552.247185461
136,96,2020-07-05,791194.5275896545,253510.97544764634,3981520.4969626986
137,97,2020-07-06,784642.1710601315,241955.40515948032,3999628.4237803877
138,98,2020-07-07,778440.2754257645,230874.77185388448,4016910.9527203506
139,99,2020-07-08,772569.1784178682,220254.81372936047,4033402.007852771
140,100,2020-07-09,767010.3884358169,210081.1170164575,4049134.494547725
141,101,2020-07-10,761746.5113058983,200339.20007377194,4064140.2886203295
142,102,2020-07-11,756761.1815674466,191014.5869498114,4078450.231482742
143,103,2020-07-12,752038.9980645622,182092.8713848521,4092094.1305505857
144,104,2020-07-13,747565.4636184882,173559.77216057957,4105100.7642209325
145,105,2020-07-14,743326.9285561682,165401.18064000094,4117497.890803831
146,106,2020-07-15,739310.5378738205,157603.2012766343,4129312.2608495457
147,107,2020-07-16,735504.1818198122,150152.18581088295,4140569.6323693045
148,108,2020-07-17,731896.4496881556,143034.76181319088,4151294.788498654
149,109,2020-07-18,728476.5866220937,136237.85617831038,4161511.5571995955
150,110,2020-07-19,725234.4532361471,129748.71412294911,4171242.8326409035
151,111,2020-07-20,722160.487874337,123554.91419026276,4180510.5979354
152,112,2020-07-21,719245.6713318805,117644.37971912907,4189335.94894899
153,113,2020-07-22,716481.4938772522,112005.38719381952,4197739.118928928
154,114,2020-07-23,713859.9244210201,106626.5718504931,4205739.503728487
155,115,2020-07-24,711373.381687155,101496.93088075159,4213355.687432094
156,116,2020-07-25,709014.707251527,96605.82453918306,4220605.46820929
157,117,2020-07-26,706777.1403209686,91942.97543122839,4227505.884247803
158,118,2020-07-27,704654.2941345711,87498.466229681,4234073.239635748
159,119,2020-07-28,702640.1338767654,83262.7360425095,4240323.130080725
160,120,2020-07-29,700728.9559992036,79226.57563132064,4246270.468369476
