day,hosp_census,icu_census,vent_census,scenario,hosp_admit,icu_admit,vent_admit,vent_census_ped,vent_census_adult
92,0.0,0.0,0.0,test_soc_70,0.0,0.0,0.0,0,0.0
93,0.0,0.0,0.0,test_soc_70,0.0,0.0,0.0,0,0.0
94,0.0,0.0,0.0,test_soc_70,0.0,0.0,0.0,0,0.0
95,0.0,0.0,0.0,test_soc_70,0.0,0.0,0.0,0,0.0
96,0.0,0.0,0.0,test_soc_70,0.0,0.0,0.0,0,0.0
97,0.0,0.0,0.0,test_soc_70,0.0,0.0,0.0,0,0.0
98,0.0,0.0,0.0,test_soc_70,0.0,0.0,0.0,0,0.0
99,0.0,0.0,0.0,test_soc_70,0.0,0.0,0.0,0,0.0
100,0.0,0.0,0.0,test_soc_70,0.0,0.0,0.0,0,0.0
101,0.0,0.0,0.0,test_soc_70,0.0,0.0,0.0,0,0.0
102,0.0,0.0,0.0,test_soc_70,0.0,0.0,0.0,0,0.0
103,0.0,0.0,0.0,test_soc_70,0.0,0.0,0.0,0,0.0
104,0.0,0.0,0.0,test_soc_70,0.0,0.0,0.0,0,0.0
105,0.0,0.0,0.0,test_soc_70,0.0,0.0,0.0,0,0.0
106,0.0,0.0,0.0,test_soc_70,0.0,0.0,0.0,0,0.0
107,0.0,0.0,0.0,test_soc_70,0.0,0.0,0.0,0,0.0
108,0.0,0.0,0.0,test_soc_70,0.0,0.0,0.0,0,0.0
109,0.0,0.0,0.0,test_soc_70,0.0,0.0,0.0,0,0.0
110,0.0,0.0,0.0,test_soc_70,0.0,0.0,0.0,0,0.0
111,0.0,0.0,0.0,test_soc_70,0.0,0.0,0.0,0,0.0
112,0.0,0.0,0.0,test_soc_70,0.0,0.0,0.0,0,0.0
113,0.0,0.0,0.0,test_soc_70,0.0,0.0,0.0,0,0.0
114,0.0,0.0,0.0,test_soc_70,0.0,0.0,0.0,0,0.0
115,0.0,0.0,0.0,test_soc_70,0.0,0.0,0.0,0,0.0
116,0.0,0.0,0.0,test_soc_70,0.0,0.0,0.0,0,0.0
117,0.0,0.0,0.0,test_soc_70,0.0,0.0,0.0,0,0.0
118,0.0,0.0,0.0,test_soc_70,0.0,0.0,0.0,0,0.0
119,0.0,0.0,0.0,test_soc_70,0.0,0.0,0.0,0,0.0
120,0.0,0.0,0.0,test_soc_70,,,,0,0.0
0,0.0,0.0,0.0,test_soc_75,0.0,0.0,0.0,0,0.0
1,34.0,14.0,7.0,test_soc_75,34.0,14.0,7.0,1,6.0
2,71.0,29.0,15.0,test_soc_75,37.0,15.0,8.0,2,13.0
3,110.0,45.0,23.0,test_soc_75,39.0,16.0,8.0,3,20.0
4,152.0,62.0,32.0,test_soc_75,42.0,17.0,9.0,4,28.0
5,197.0,80.0,41.0,test_soc_75,45.0,18.0,9.0,5,36.0
6,245.0,100.0,51.0,test_soc_75,48.0,20.0,10.0,6,45.0
7,297.0,121.0,62.0,test_soc_75,52.0,21.0,11.0,7,55.0
8,318.0,143.0,73.0,test_soc_75,55.0,22.0,11.0,8,65.0
9,340.0,167.0,85.0,test_soc_75,59.0,24.0,12.0,9,76.0
10,364.0,178.0,98.0,test_soc_75,63.0,25.0,13.0,10,88.0
11,389.0,190.0,105.0,test_soc_75,67.0,27.0,14.0,11,94.0
12,416.0,203.0,112.0,test_soc_75,72.0,29.0,15.0,12,100.0
13,445.0,217.0,120.0,test_soc_75,77.0,31.0,16.0,12,108.0
14,475.0,232.0,128.0,test_soc_75,82.0,33.0,17.0,13,115.0
15,507.0,247.0,137.0,test_soc_75,87.0,35.0,18.0,14,123.0
16,541.0,263.0,146.0,test_soc_75,93.0,37.0,19.0,15,131.0
17,577.0,281.0,155.0,test_soc_75,99.0,40.0,20.0,16,139.0
18,615.0,299.0,165.0,test_soc_75,105.0,42.0,21.0,17,148.0
19,655.0,319.0,176.0,test_soc_75,112.0,45.0,23.0,18,158.0
20,696.0,340.0,187.0,test_soc_75,118.0,48.0,24.0,19,168.0
21,740.0,362.0,199.0,test_soc_75,126.0,51.0,26.0,20,179.0
22,786.0,385.0,211.0,test_soc_75,133.0,54.0,27.0,22,189.0
23,834.0,409.0,224.0,test_soc_75,141.0,57.0,29.0,23,201.0
24,884.0,434.0,237.0,test_soc_75,149.0,60.0,30.0,24,213.0
25,936.0,460.0,251.0,test_soc_75,157.0,63.0,32.0,26,225.0
26,990.0,487.0,266.0,test_soc_75,166.0,67.0,34.0,27,239.0
27,1047.0,515.0,281.0,test_soc_75,175.0,70.0,35.0,29,252.0
28,1105.0,544.0,297.0,test_soc_75,184.0,74.0,37.0,30,267.0
29,1165.0,574.0,313.0,test_soc_75,193.0,78.0,39.0,32,281.0
30,1227.0,604.0,330.0,test_soc_75,203.0,81.0,41.0,33,297.0
31,1290.0,635.0,347.0,test_soc_75,212.0,85.0,43.0,35,312.0
32,1355.0,667.0,365.0,test_soc_75,222.0,89.0,45.0,37,328.0
33,1420.0,700.0,383.0,test_soc_75,231.0,93.0,47.0,39,344.0
34,1485.0,733.0,401.0,test_soc_75,240.0,96.0,48.0,41,360.0
35,1551.0,766.0,419.0,test_soc_75,250.0,100.0,50.0,42,377.0
36,1617.0,800.0,437.0,test_soc_75,259.0,104.0,52.0,44,393.0
37,1681.0,833.0,456.0,test_soc_75,267.0,107.0,54.0,46,410.0
38,1744.0,865.0,474.0,test_soc_75,275.0,110.0,55.0,48,426.0
39,1805.0,897.0,492.0,test_soc_75,283.0,113.0,57.0,50,442.0
40,1864.0,928.0,509.0,test_soc_75,290.0,116.0,58.0,51,458.0
41,1920.0,958.0,526.0,test_soc_75,296.0,119.0,60.0,53,473.0
42,1971.0,986.0,542.0,test_soc_75,301.0,121.0,61.0,55,487.0
43,2017.0,1012.0,556.0,test_soc_75,305.0,122.0,61.0,56,500.0
44,2058.0,1036.0,570.0,test_soc_75,308.0,124.0,62.0,57,513.0
45,2093.0,1056.0,582.0,test_soc_75,310.0,124.0,62.0,59,523.0
46,2121.0,1074.0,593.0,test_soc_75,311.0,125.0,63.0,60,533.0
47,2141.0,1088.0,601.0,test_soc_75,310.0,124.0,62.0,61,540.0
48,2153.0,1098.0,608.0,test_soc_75,308.0,123.0,62.0,61,547.0
49,2156.0,1104.0,612.0,test_soc_75,304.0,122.0,61.0,62,550.0
50,2149.0,1105.0,614.0,test_soc_75,298.0,120.0,60.0,62,552.0
51,2132.0,1101.0,613.0,test_soc_75,291.0,117.0,59.0,62,551.0
52,2105.0,1092.0,609.0,test_soc_75,283.0,113.0,57.0,61,548.0
53,2067.0,1077.0,603.0,test_soc_75,273.0,109.0,55.0,61,542.0
54,2018.0,1058.0,594.0,test_soc_75,261.0,105.0,53.0,60,534.0
55,1957.0,1032.0,582.0,test_soc_75,247.0,99.0,50.0,59,523.0
56,1886.0,1001.0,566.0,test_soc_75,233.0,93.0,47.0,57,509.0
57,1805.0,965.0,548.0,test_soc_75,217.0,87.0,44.0,55,493.0
58,1713.0,923.0,526.0,test_soc_75,199.0,80.0,40.0,53,473.0
59,1611.0,876.0,502.0,test_soc_75,181.0,73.0,37.0,51,451.0
60,1499.0,824.0,475.0,test_soc_75,161.0,65.0,33.0,48,427.0
61,1379.0,768.0,445.0,test_soc_75,141.0,57.0,29.0,45,400.0
62,1252.0,707.0,412.0,test_soc_75,120.0,48.0,24.0,42,370.0
63,1118.0,642.0,377.0,test_soc_75,99.0,40.0,20.0,38,339.0
64,978.0,574.0,340.0,test_soc_75,77.0,31.0,16.0,34,306.0
65,834.0,503.0,301.0,test_soc_75,55.0,22.0,11.0,31,270.0
66,686.0,430.0,261.0,test_soc_75,33.0,14.0,7.0,27,234.0
67,537.0,355.0,220.0,test_soc_75,12.0,5.0,3.0,22,198.0
68,396.0,282.0,180.0,test_soc_75,0.0,0.0,0.0,18,162.0
69,276.0,217.0,143.0,test_soc_75,0.0,0.0,0.0,15,128.0
70,177.0,160.0,110.0,test_soc_75,0.0,0.0,0.0,11,99.0
71,100.0,112.0,81.0,test_soc_75,0.0,0.0,0.0,9,72.0
72,45.0,72.0,57.0,test_soc_75,0.0,0.0,0.0,6,51.0
73,12.0,41.0,37.0,test_soc_75,0.0,0.0,0.0,4,33.0
74,0.0,19.0,21.0,test_soc_75,0.0,0.0,0.0,3,18.0
75,0.0,5.0,10.0,test_soc_75,0.0,0.0,0.0,1,9.0
76,0.0,0.0,3.0,test_soc_75,0.0,0.0,0.0,1,2.0
77,0.0,0.0,0.0,test_soc_75,0.0,0.0,0.0,0,0.0
78,0.0,0.0,0.0,test_soc_75,0.0,0.0,0.0,0,0.0
79,0.0,0.0,0.0,test_soc_75,0.0,0.0,0.0,0,0.0
80,0.0,0.0,0.0,test_soc_75,0.0,0.0,0.0,0,0.0
81,0.0,0.0,0.0,test_soc_75,0.0,0.0,0.0,0,0.0
82,0.0,0.0,0.0,test_soc_75,0.0,0.0,0.0,0,0.0
83,0.0,0.0,0.0,test_soc_75,0.0,0.0,0.0,0,0.0
84,0.0,0.0,0.0,test_soc_75,0.0,0.0,0.0,0,0.0
85,0.0,0.0,0.0,test_soc_75,0.0,0.0,0.0,0,0.0
86,0.0,0.0,0.0,test_soc_75,0.0,0.0,0.0,0,0.0
87,0.0,0.0,0.0,test_soc_75,0.0,0.0,0.0,0,0.0
88,0.0,0.0,0.0,test_soc_75,0.0,0.0,0.0,0,0.0
89,0.0,0.0,0.0,test_soc_75,0.0,0.0,0.0,0,0.0
90,0.0,0.0,0.0,test_soc_75,0.0,0.0,0.0,0,0.0
91,0.0,0.0,0.0,test_soc_75,0.0,0.0,0.0,0,0.0
92,0.0,0.0,0.0,test_soc_75,0.0,0.0,0.0,0,0.0
93,0.0,0.0,0.0,test_soc_75,0.0,0.0,0.0,0,0.0
94,0.0,0.0,0.0,test_soc_75,0.0,0.0,0.0,0,0.0
95,0.0,0.0,0.0,test_soc_75,0.0,0.0,0.0,0,0.0
96,0.0,0.0,0.0,test_soc_75,0.0,0.0,0.0,0,0.0
97,0.0,0.0,0.0,test_soc_75,0.0,0.0,0.0,0,0.0
98,0.0,0.0,0.0,test_soc_75,0.0,0.0,0.0,0,0.0
99,0.0,0.0,0.0,test_soc_75,0.0,0.0,0.0,0,0.0
100,0.0,0.0,0.0,test_soc_75,0.0,0.0,0.0,0,0.0
101,0.0,0.0,0.0,test_soc_75,0.0,0.0,0.0,0,0.0
102,0.0,0.0,0.0,test_soc_75,0.0,0.0,0.0,0,0.0
103,0.0,0.0,0.0,test_soc_75,0.0,0.0,0.0,0,0.0
104,0.0,0.0,0.0,test_soc_75,0.0,0.0,0.0,0,0.0
105,0.0,0.0,0.0,test_soc_75,0.0,0.0,0.0,0,0.0
106,0.0,0.0,0.0,test_soc_75,0.0,0.0,0.0,0,0.0
107,0.0,0.0,0.0,test_soc_75,0.0,0.0,0.0,0,0.0
108,0.0,0.0,0.0,test_soc_75,0.0,0.0,0.0,0,0.0
109,0.0,0.0,0.0,test_soc_75,0.0,0.0,0.0,0,0.0
110,0.0,0.0,0.0,test_soc_75,0.0,0.0,0.0,0,0.0
111,0.0,0.0,0.0,test_soc_75,0.0,0.0,0.0,0,0.0
112,0.0,0.0,0.0,test_soc_75,0.0,0.0,0.0,0,0.0
113,0.0,0.0,0.0,test_soc_75,0.0,0.0,0.0,0,0.0
114,0.0,0.0,0.0,test_soc_75,0.0,0.0,0.0,0,0.0
115,0.0,0.0,0.0,test_soc_75,0.0,0.0,0.0,0,0.0
116,0.0,0.0,0.0,test_soc_75,0.0,0.0,0.0,0,0.0
117,0.0,0.0,0.0,test_soc_75,0.0,0.0,0.0,0,0.0
118,0.0,0.0,0.0,test_soc_75,0.0,0.0,0.0,0,0.0
119,0.0,0.0,0.0,test_soc_75,0.0,0.0,0.0,0,0.0
120,0.0,0.0,0.0,test_soc_75,,,,0,0.0
0,0.0,0.0,0.0,test_soc_80,0.0,0.0,0.0,0,0.0
1,34.0,14.0,7.0,test_soc_80,34.0,14.0,7.0,1,6.0
2,71.0,29.0,15.0,test_soc_80,37.0,15.0,8.0,2,13.0
3,110.0,45.0,23.0,test_soc_80,39.0,16.0,8.0,3,20.0
4,152.0,62.0,32.0,test_soc_80,42.0,17.0,9.0,4,28.0
5,197.0,80.0,41.0,test_soc_80,45.0,18.0,9.0,5,36.0
6,245.0,100.0,51.0,test_soc_80,48.0,20.0,10.0,6,45.0
7,297.0,121.0,62.0,test_soc_80,52.0,21.0,11.0,7,55.0
8,318.0,143.0,73.0,test_soc_80,55.0,22.0,11.0,8,65.0
9,340.0,167.0,85.0,test_soc_80,59.0,24.0,12.0,9,76.0
10,364.0,178.0,98.0,test_soc_80,63.0,25.0,13.0,10,88.0
11,389.0,190.0,105.0,test_soc_80,67.0,27.0,14.0,11,94.0
12,416.0,203.0,112.0,test_soc_80,72.0,29.0,15.0,12,100.0
13,445.0,217.0,120.0,test_soc_80,77.0,31.0,16.0,12,108.0
14,475.0,232.0,128.0,test_soc_80,82.0,33.0,17.0,13,115.0
15,507.0,247.0,137.0,test_soc_80,87.0,35.0,18.0,14,123.0
16,541.0,263.0,146.0,test_soc_80,93.0,37.0,19.0,15,131.0
17,577.0,281.0,155.0,test_soc_80,99.0,40.0,20.0,16,139.0
18,615.0,299.0,165.0,test_soc_80,105.0,42.0,21.0,17,148.0
19,655.0,319.0,176.0,test_soc_80,112.0,45.0,23.0,18,158.0
20,696.0,340.0,187.0,test_soc_80,118.0,48.0,24.0,19,168.0
21,740.0,362.0,199.0,test_soc_80,126.0,51.0,26.0,20,179.0
22,786.0,385.0,211.0,test_soc_80,133.0,54.0,27.0,22,189.0
23,834.0,409.0,224.0,test_soc_80,141.0,57.0,29.0,23,201.0
24,884.0,434.0,237.0,test_soc_80,149.0,60.0,30.0,24,213.0
25,936.0,460.0,251.0,test_soc_80,157.0,63.0,32.0,26,225.0
26,990.0,487.0,266.0,test_soc_80,166.0,67.0,34.0,27,239.0
27,1047.0,515.0,281.0,test_soc_80,175.0,70.0,35.0,29,252.0
28,1105.0,544.0,297.0,test_soc_80,184.0,74.0,37.0,30,267.0
29,1165.0,574.0,313.0,test_soc_80,193.0,78.0,39.0,32,281.0
30,1227.0,604.0,330.0,test_soc_80,203.0,81.0,41.0,33,297.0
31,1290.0,635.0,347.0,test_soc_80,212.0,85.0,43.0,35,312.0
32,1355.0,667.0,365.0,test_soc_80,222.0,89.0,45.0,37,328.0
33,1420.0,700.0,383.0,test_soc_80,231.0,93.0,47.0,39,344.0
34,1485.0,733.0,401.0,test_soc_80,240.0,96.0,48.0,41,360.0
35,1551.0,766.0,419.0,test_soc_80,250.0,100.0,50.0,42,377.0
36,1617.0,800.0,437.0,test_soc_80,259.0,104.0,52.0,44,393.0
37,1681.0,833.0,456.0,test_soc_80,267.0,107.0,54.0,46,410.0
38,1744.0,865.0,474.0,test_soc_80,275.0,110.0,55.0,48,426.0
39,1805.0,897.0,492.0,test_soc_80,283.0,113.0,57.0,50,442.0
40,1864.0,928.0,509.0,test_soc_80,290.0,116.0,58.0,51,458.0
41,1920.0,958.0,526.0,test_soc_80,296.0,119.0,60.0,53,473.0
42,1971.0,986.0,542.0,test_soc_80,301.0,121.0,61.0,55,487.0
43,2017.0,1012.0,556.0,test_soc_80,305.0,122.0,61.0,56,500.0
44,2058.0,1036.0,570.0,test_soc_80,308.0,124.0,62.0,57,513.0
45,2093.0,1056.0,582.0,test_soc_80,310.0,124.0,62.0,59,523.0
46,2121.0,1074.0,593.0,test_soc_80,311.0,125.0,63.0,60,533.0
47,2141.0,1088.0,601.0,test_soc_80,310.0,124.0,62.0,61,540.0
48,2153.0,1098.0,608.0,test_soc_80,308.0,123.0,62.0,61,547.0
49,2156.0,1104.0,612.0,test_soc_80,304.0,122.0,61.0,62,550.0
50,2149.0,1105.0,614.0,test_soc_80,298.0,120.0,60.0,62,552.0
51,2132.0,1101.0,613.0,test_soc_80,291.0,117.0,59.0,62,551.0
52,2105.0,1092.0,609.0,test_soc_80,283.0,113.0,57.0,61,548.0
53,2067.0,1077.0,603.0,test_soc_80,273.0,109.0,55.0,61,542.0
54,2018.0,1058.0,594.0,test_soc_80,261.0,105.0,53.0,60,534.0
55,1957.0,1032.0,582.0,test_soc_80,247.0,99.0,50.0,59,523.0
56,1886.0,1001.0,566.0,test_soc_80,233.0,93.0,47.0,57,509.0
57,1805.0,965.0,548.0,test_soc_80,217.0,87.0,44.0,55,493.0
58,1713.0,923.0,526.0,test_soc_80,199.0,80.0,40.0,53,473.0
59,1611.0,876.0,502.0,test_soc_80,181.0,73.0,37.0,51,451.0
60,1499.0,824.0,475.0,test_soc_80,161.0,65.0,33.0,48,427.0
61,1379.0,768.0,445.0,test_soc_80,141.0,57.0,29.0,45,400.0
62,1252.0,707.0,412.0,test_soc_80,120.0,48.0,24.0,42,370.0
63,1118.0,642.0,377.0,test_soc_80,99.0,40.0,20.0,38,339.0
64,978.0,574.0,340.0,test_soc_80,77.0,31.0,16.0,34,306.0
65,834.0,503.0,301.0,test_soc_80,55.0,22.0,11.0,31,270.0
66,686.0,430.0,261.0,test_soc_80,33.0,14.0,7.0,27,234.0
67,537.0,355.0,220.0,test_soc_80,12.0,5.0,3.0,22,198.0
68,396.0,282.0,180.0,test_soc_80,0.0,0.0,0.0,18,162.0
69,276.0,217.0,143.0,test_soc_80,0.0,0.0,0.0,15,128.0
70,177.0,160.0,110.0,test_soc_80,0.0,0.0,0.0,11,99.0
71,100.0,112.0,81.0,test_soc_80,0.0,0.0,0.0,9,72.0
72,45.0,72.0,57.0,test_soc_80,0.0,0.0,0.0,6,51.0
73,12.0,41.0,37.0,test_soc_80,0.0,0.0,0.0,4,33.0
74,0.0,19.0,21.0,test_soc_80,0.0,0.0,0.0,3,18.0
75,0.0,5.0,10.0,test_soc_80,0.0,0.0,0.0,1,9.0
76,0.0,0.0,3.0,test_soc_80,0.0,0.0,0.0,1,2.0
77,0.0,0.0,0.0,test_soc_80,0.0,0.0,0.0,0,0.0
78,0.0,0.0,0.0,test_soc_80,0.0,0.0,0.0,0,0.0
79,0.0,0.0,0.0,test_soc_80,0.0,0.0,0.0,0,0.0
80,0.0,0.0,0.0,test_soc_80,0.0,0.0,0.0,0,0.0
81,0.0,0.0,0.0,test_soc_80,0.0,0.0,0.0,0,0.0
82,0.0,0.0,0.0,test_soc_80,0.0,0.0,0.0,0,0.0
83,0.0,0.0,0.0,test_soc_80,0.0,0.0,0.0,0,0.0
84,0.0,0.0,0.0,test_soc_80,0.0,0.0,0.0,0,0.0
85,0.0,0.0,0.0,test_soc_80,0.0,0.0,0.0,0,0.0
86,0.0,0.0,0.0,test_soc_80,0.0,0.0,0.0,0,0.0
87,0.0,0.0,0.0,test_soc_80,0.0,0.0,0.0,0,0.0
88,0.0,0.0,0.0,test_soc_80,0.0,0.0,0.0,0,0.0
89,0.0,0.0,0.0,test_soc_80,0.0,0.0,0.0,0,0.0
90,0.0,0.0,0.0,test_soc_80,0.0,0.0,0.0,0,0.0
91,0.0,0.0,0.0,test_soc_80,0.0,0.0,0.0,0,0.0
92,0.0,0.0,0.0,test_soc_80,0.0,0.0,0.0,0,0.0
93,0.0,0.0,0.0,test_soc_80,0.0,0.0,0.0,0,0.0
94,0.0,0.0,0.0,test_soc_80,0.0,0.0,0.0,0,0.0
95,0.0,0.0,0.0,test_soc_80,0.0,0.0,0.0,0,0.0
96,0.0,0.0,0.0,test_soc_80,0.0,0.0,0.0,0,0.0
97,0.0,0.0,0.0,test_soc_80,0.0,0.0,0.0,0,0.0
98,0.0,0.0,0.0,test_soc_80,0.0,0.0,0.0,0,0.0
99,0.0,0.0,0.0,test_soc_80,0.0,0.0,0.0,0,0.0
100,0.0,0.0,0.0,test_soc_80,0.0,0.0,0.0,0,0.0
101,0.0,0.0,0.0,test_soc_80,0.0,0.0,0.0,0,0.0
102,0.0,0.0,0.0,test_soc_80,0.0,0.0,0.0,0,0.0
103,0.0,0.0,0.0,test_soc_80,0.0,0.0,0.0,0,0.0
104,0.0,0.0,0.0,test_soc_80,0.0,0.0,0.0,0,0.0
105,0.0,0.0,0.0,test_soc_80,0.0,0.0,0.0,0,0.0
106,0.0,0.0,0.0,test_soc_80,0.0,0.0,0.0,0,0.0
107,0.0,0.0,0.0,test_soc_80,0.0,0.0,0.0,0,0.0
108,0.0,0.0,0.0,test_soc_80,0.0,0.0,0.0,0,0.0
109,0.0,0.0,0.0,test_soc_80,0.0,0.0,0.0,0,0.0
110,0.0,0.0,0.0,test_soc_80,0.0,0.0,0.0,0,0.0
111,0.0,0.0,0.0,test_soc_80,0.0,0.0,0.0,0,0.0
112,0.0,0.0,0.0,test_soc_80,0.0,0.0,0.0,0,0.0
113,0.0,0.0,0.0,test_soc_80,0.0,0.0,0.0,0,0.0
114,0.0,0.0,0.0,test_soc_80,0.0,0.0,0.0,0,0.0
115,0.0,0.0,0.0,test_soc_80,0.0,0.0,0.0,0,0.0
116,0.0,0.0,0.0,test_soc_80,0.0,0.0,0.0,0,0.0
117,0.0,0.0,0.0,test_soc_80,0.0,0.0,0.0,0,0.0
118,0.0,0.0,0.0,test_soc_80,0.0,0.0,0.0,0,0.0
119,0.0,0.0,0.0,test_soc_80,0.0,0.0,0.0,0,0.0
120,0.0,0.0,0.0,test_soc_80,,,,0,0.0
0,0.0,0.0,0.0,test_soc_85,0.0,0.0,0.0,0,0.0
1,34.0,14.0,7.0,test_soc_85,34.0,14.0,7.0,1,6.0
2,71.0,29.0,15.0,test_soc_85,37.0,15.0,8.0,2,13.0
3,110.0,45.0,23.0,test_soc_85,39.0,16.0,8.0,3,20.0
4,152.0,62.0,32.0,test_soc_85,42.0,17.0,9.0,4,28.0
5,197.0,80.0,41.0,test_soc_85,45.0,18.0,9.0,5,36.0
6,245.0,100.0,51.0,test_soc_85,48.0,20.0,10.0,6,45.0
7,297.0,121.0,62.0,test_soc_85,52.0,21.0,11.0,7,55.0
8,318.0,143.0,73.0,test_soc_85,55.0,22.0,11.0,8,65.0
9,340.0,167.0,85.0,test_soc_85,59.0,24.0,12.0,9,76.0
10,364.0,178.0,98.0,test_soc_85,63.0,25.0,13.0,10,88.0
11,389.0,190.0,105.0,test_soc_85,67.0,27.0,14.0,11,94.0
12,416.0,203.0,112.0,test_soc_85,72.0,29.0,15.0,12,100.0
13,445.0,217.0,120.0,test_soc_85,77.0,31.0,16.0,12,108.0
14,475.0,232.0,128.0,test_soc_85,82.0,33.0,17.0,13,115.0
15,507.0,247.0,137.0,test_soc_85,87.0,35.0,18.0,14,123.0
16,541.0,263.0,146.0,test_soc_85,93.0,37.0,19.0,15,131.0
17,577.0,281.0,155.0,test_soc_85,99.0,40.0,20.0,16,139.0
18,615.0,299.0,165.0,test_soc_85,105.0,42.0,21.0,17,148.0
19,655.0,319.0,176.0,test_soc_85,112.0,45.0,23.0,18,158.0
20,696.0,340.0,187.0,test_soc_85,118.0,48.0,24.0,19,168.0
21,740.0,362.0,199.0,test_soc_85,126.0,51.0,26.0,20,179.0
22,786.0,385.0,211.0,test_soc_85,133.0,54.0,27.0,22,189.0
23,834.0,409.0,224.0,test_soc_85,141.0,57.0,29.0,23,201.0
24,884.0,434.0,237.0,test_soc_85,149.0,60.0,30.0,24,213.0
25,936.0,460.0,251.0,test_soc_85,157.0,63.0,32.0,26,225.0
26,990.0,487.0,266.0,test_soc_85,166.0,67.0,34.0,27,239.0
27,1047.0,515.0,281.0,test_soc_85,175.0,70.0,35.0,29,252.0
28,1105.0,544.0,297.0,test_soc_85,184.0,74.0,37.0,30,267.0
29,1165.0,574.0,313.0,test_soc_85,193.0,78.0,39.0,32,281.0
30,1227.0,604.0,330.0,test_soc_85,203.0,81.0,41.0,33,297.0
31,1290.0,635.0,347.0,test_soc_85,212.0,85.0,43.0,35,312.0
32,1355.0,667.0,365.0,test_soc_85,222.0,89.0,45.0,37,328.0
33,1420.0,700.0,383.0,test_soc_85,231.0,93.0,47.0,39,344.0
34,1485.0,733.0,401.0,test_soc_85,240.0,96.0,48.0,41,360.0
35,1551.0,766.0,419.0,test_soc_85,250.0,100.0,50.0,42,377.0
36,1617.0,800.0,437.0,test_soc_85,259.0,104.0,52.0,44,393.0
37,1681.0,833.0,456.0,test_soc_85,267.0,107.0,54.0,46,410.0
38,1744.0,865.0,474.0,test_soc_85,275.0,110.0,55.0,48,426.0
39,1805.0,897.0,492.0,test_soc_85,283.0,113.0,57.0,50,442.0
40,1864.0,928.0,509.0,test_soc_85,290.0,116.0,58.0,51,458.0
41,1920.0,958.0,526.0,test_soc_85,296.0,119.0,60.0,53,473.0
42,1971.0,986.0,542.0,test_soc_85,301.0,121.0,61.0,55,487.0
43,2017.0,1012.0,556.0,test_soc_85,305.0,122.0,61.0,56,500.0
44,2058.0,1036.0,570.0,test_soc_85,308.0,124.0,62.0,57,513.0
45,2093.0,1056.0,582.0,test_soc_85,310.0,124.0,62.0,59,523.0
46,2121.0,1074.0,593.0,test_soc_85,311.0,125.0,63.0,60,533.0
47,2141.0,1088.0,601.0,test_soc_85,310.0,124.0,62.0,61,540.0
48,2153.0,1098.0,608.0,test_soc_85,308.0,123.0,62.0,61,547.0
49,2156.0,1104.0,612.0,test_soc_85,304.0,122.0,61.0,62,550.0
50,2149.0,1105.0,614.0,test_soc_85,298.0,120.0,60.0,62,552.0
51,2132.0,1101.0,613.0,test_soc_85,291.0,117.0,59.0,62,551.0
52,2105.0,1092.0,609.0,test_soc_85,283.0,113.0,57.0,61,548.0
53,2067.0,1077.0,603.0,test_soc_85,273.0,109.0,55.0,61,542.0
54,2018.0,1058.0,594.0,test_soc_85,261.0,105.0,53.0,60,534.0
55,1957.0,1032.0,582.0,test_soc_85,247.0,99.0,50.0,59,523.0
56,1886.0,1001.0,566.0,test_soc_85,233.0,93.0,47.0,57,509.0
57,1805.0,965.0,548.0,test_soc_85,217.0,87.0,44.0,55,493.0
58,1713.0,923.0,526.0,test_soc_85,199.0,80.0,40.0,53,473.0
59,1611.0,876.0,502.0,test_soc_85,181.0,73.0,37.0,51,451.0
60,1499.0,824.0,475.0,test_soc_85,161.0,65.0,33.0,48,427.0
61,1379.0,768.0,445.0,test_soc_85,141.0,57.0,29.0,45,400.0
62,1252.0,707.0,412.0,test_soc_85,120.0,48.0,24.0,42,370.0
63,1118.0,642.0,377.0,test_soc_85,99.0,40.0,20.0,38,339.0
64,978.0,574.0,340.0,test_soc_85,77.0,31.0,16.0,34,306.0
65,834.0,503.0,301.0,test_soc_85,55.0,22.0,11.0,31,270.0
66,686.0,430.0,261.0,test_soc_85,33.0,14.0,7.0,27,234.0
67,537.0,355.0,220.0,test_soc_85,12.0,5.0,3.0,22,198.0
68,396.0,282.0,180.0,test_soc_85,0.0,0.0,0.0,18,162.0
69,276.0,217.0,143.0,test_soc_85,0.0,0.0,0.0,15,128.0
70,177.0,160.0,110.0,test_soc_85,0.0,0.0,0.0,11,99.0
71,100.0,112.0,81.0,test_soc_85,0.0,0.0,0.0,9,72.0
72,45.0,72.0,57.0,test_soc_85,0.0,0.0,0.0,6,51.0
73,12.0,41.0,37.0,test_soc_85,0.0,0.0,0.0,4,33.0
74,0.0,19.0,21.0,test_soc_85,0.0,0.0,0.0,3,18.0
75,0.0,5.0,10.0,test_soc_85,0.0,0.0,0.0,1,9.0
76,0.0,0.0,3.0,test_soc_85,0.0,0.0,0.0,1,2.0
77,0.0,0.0,0.0,test_soc_85,0.0,0.0,0.0,0,0.0
78,0.0,0.0,0.0,test_soc_85,0.0,0.0,0.0,0,0.0
79,0.0,0.0,0.0,test_soc_85,0.0,0.0,0.0,0,0.0
80,0.0,0.0,0.0,test_soc_85,0.0,0.0,0.0,0,0.0
81,0.0,0.0,0.0,test_soc_85,0.0,0.0,0.0,0,0.0
82,0.0,0.0,0.0,test_soc_85,0.0,0.0,0.0,0,0.0
