day,hosp,icu,vent,scenario
59,181.0,73.0,37.0,test_soc_30
60,161.0,65.0,33.0,test_soc_30
61,141.0,57.0,29.0,test_soc_30
62,120.0,48.0,24.0,test_soc_30
63,99.0,40.0,20.0,test_soc_30
64,77.0,31.0,16.0,test_soc_30
65,55.0,22.0,11.0,test_soc_30
66,33.0,14.0,7.0,test_soc_30
67,12.0,5.0,3.0,test_soc_30
68,0.0,0.0,0.0,test_soc_30
69,0.0,0.0,0.0,test_soc_30
70,0.0,0.0,0.0,test_soc_30
71,0.0,0.0,0.0,test_soc_30
72,0.0,0.0,0.0,test_soc_30
73,0.0,0.0,0.0,test_soc_30
74,0.0,0.0,0.0,test_soc_30
75,0.0,0.0,0.0,test_soc_30
76,0.0,0.0,0.0,test_soc_30
77,0.0,0.0,0.0,test_soc_30
78,0.0,0.0,0.0,test_soc_30
79,0.0,0.0,0.0,test_soc_30
80,0.0,0.0,0.0,test_soc_30
81,0.0,0.0,0.0,test_soc_30
82,0.0,0.0,0.0,test_soc_30
83,0.0,0.0,0.0,test_soc_30
84,0.0,0.0,0.0,test_soc_30
85,0.0,0.0,0.0,test_soc_30
86,0.0,0.0,0.0,test_soc_30
87,0.0,0.0,0.0,test_soc_30
88,0.0,0.0,0.0,test_soc_30
89,0.0,0.0,0.0,test_soc_30
90,0.0,0.0,0.0,test_soc_30
91,0.0,0.0,0.0,test_soc_30
92,0.0,0.0,0.0,test_soc_30
93,0.0,0.0,0.0,test_soc_30
94,0.0,0.0,0.0,test_soc_30
95,0.0,0.0,0.0,test_soc_30
96,0.0,0.0,0.0,test_soc_30
97,0.0,0.0,0.0,test_soc_30
98,0.0,0.0,0.0,test_soc_30
99,0.0,0.0,0.0,test_soc_30
100,0.0,0.0,0.0,test_soc_30
101,0.0,0.0,0.0,test_soc_30
102,0.0,0.0,0.0,test_soc_30
103,0.0,0.0,0.0,test_soc_30
104,0.0,0.0,0.0,test_soc_30
105,0.0,0.0,0.0,test_soc_30
106,0.0,0.0,0.0,test_soc_30
107,0.0,0.0,0.0,test_soc_30
108,0.0,0.0,0.0,test_soc_30
109,0.0,0.0,0.0,test_soc_30
110,0.0,0.0,0.0,test_soc_30
111,0.0,0.0,0.0,test_soc_30
112,0.0,0.0,0.0,test_soc_30
113,0.0,0.0,0.0,test_soc_30
114,0.0,0.0,0.0,test_soc_30
115,0.0,0.0,0.0,test_soc_30
116,0.0,0.0,0.0,test_soc_30
117,0.0,0.0,0.0,test_soc_30
118,0.0,0.0,0.0,test_soc_30
119,0.0,0.0,0.0,test_soc_30
120,,,,test_soc_30
0,0.0,0.0,0.0,test_soc_35
1,34.0,14.0,7.0,test_soc_35
2,37.0,15.0,8.0,test_soc_35
3,39.0,16.0,8.0,test_soc_35
4,42.0,17.0,9.0,test_soc_35
5,45.0,18.0,9.0,test_soc_35
6,48.0,20.0,10.0,test_soc_35
7,52.0,21.0,11.0,test_soc_35
8,55.0,22.0,11.0,test_soc_35
9,59.0,24.0,12.0,test_soc_35
10,63.0,25.0,13.0,test_soc_35
11,67.0,27.0,14.0,test_soc_35
12,72.0,29.0,15.0,test_soc_35
13,77.0,31.0,16.0,test_soc_35
14,82.0,33.0,17.0,test_soc_35
15,87.0,35.0,18.0,test_soc_35
16,93.0,37.0,19.0,test_soc_35
17,99.0,40.0,20.0,test_soc_35
18,105.0,42.0,21.0,test_soc_35
19,112.0,45.0,23.0,test_soc_35
20,118.0,48.0,24.0,test_soc_35
21,126.0,51.0,26.0,test_soc_35
22,133.0,54.0,27.0,test_soc_35
23,141.0,57.0,29.0,test_soc_35
24,149.0,60.0,30.0,test_soc_35
25,157.0,63.0,32.0,test_soc_35
26,166.0,67.0,34.0,test_soc_35
27,175.0,70.0,35.0,test_soc_35
28,184.0,74.0,37.0,test_soc_35
29,193.0,78.0,39.0,test_soc_35
30,203.0,81.0,41.0,test_soc_35
31,212.0,85.0,43.0,test_soc_35
32,222.0,89.0,45.0,test_soc_35
33,231.0,93.0,47.0,test_soc_35
34,240.0,96.0,48.0,test_soc_35
35,250.0,100.0,50.0,test_soc_35
36,259.0,104.0,52.0,test_soc_35
37,267.0,107.0,54.0,test_soc_35
38,275.0,110.0,55.0,test_soc_35
39,283.0,113.0,57.0,test_soc_35
40,290.0,116.0,58.0,test_soc_35
41,296.0,119.0,60.0,test_soc_35
42,301.0,121.0,61.0,test_soc_35
43,305.0,122.0,61.0,test_soc_35
44,308.0,124.0,62.0,test_soc_35
45,310.0,124.0,62.0,test_soc_35
46,311.0,125.0,63.0,test_soc_35
47,310.0,124.0,62.0,test_soc_35
48,308.0,123.0,62.0,test_soc_35
49,304.0,122.0,61.0,test_soc_35
50,298.0,120.0,60.0,test_soc_35
51,291.0,117.0,59.0,test_soc_35
52,283.0,113.0,57.0,test_soc_35
53,273.0,109.0,55.0,test_soc_35
54,261.0,105.0,53.0,test_soc_35
55,247.0,99.0,50.0,test_soc_35
56,233.0,93.0,47.0,test_soc_35
57,217.0,87.0,44.0,test_soc_35
58,199.0,80.0,40.0,test_soc_35
59,181.0,73.0,37.0,test_soc_35
60,161.0,65.0,33.0,test_soc_35
61,141.0,57.0,29.0,test_soc_35
62,120.0,48.0,24.0,test_soc_35
63,99.0,40.0,20.0,test_soc_35
64,77.0,31.0,16.0,test_soc_35
65,55.0,22.0,11.0,test_soc_35
66,33.0,14.0,7.0,test_soc_35
67,12.0,5.0,3.0,test_soc_35
68,0.0,0.0,0.0,test_soc_35
69,0.0,0.0,0.0,test_soc_35
70,0.0,0.0,0.0,test_soc_35
71,0.0,0.0,0.0,test_soc_35
72,0.0,0.0,0.0,test_soc_35
73,0.0,0.0,0.0,test_soc_35
74,0.0,0.0,0.0,test_soc_35
75,0.0,0.0,0.0,test_soc_35
76,0.0,0.0,0.0,test_soc_35
77,0.0,0.0,0.0,test_soc_35
78,0.0,0.0,0.0,test_soc_35
79,0.0,0.0,0.0,test_soc_35
80,0.0,0.0,0.0,test_soc_35
81,0.0,0.0,0.0,test_soc_35
82,0.0,0.0,0.0,test_soc_35
83,0.0,0.0,0.0,test_soc_35
84,0.0,0.0,0.0,test_soc_35
85,0.0,0.0,0.0,test_soc_35
86,0.0,0.0,0.0,test_soc_35
87,0.0,0.0,0.0,test_soc_35
88,0.0,0.0,0.0,test_soc_35
89,0.0,0.0,0.0,test_soc_35
90,0.0,0.0,0.0,test_soc_35
91,0.0,0.0,0.0,test_soc_35
92,0.0,0.0,0.0,test_soc_35
93,0.0,0.0,0.0,test_soc_35
94,0.0,0.0,0.0,test_soc_35
95,0.0,0.0,0.0,test_soc_35
96,0.0,0.0,0.0,test_soc_35
97,0.0,0.0,0.0,test_soc_35
98,0.0,0.0,0.0,test_soc_35
99,0.0,0.0,0.0,test_soc_35
100,0.0,0.0,0.0,test_soc_35
101,0.0,0.0,0.0,test_soc_35
102,0.0,0.0,0.0,test_soc_35
103,0.0,0.0,0.0,test_soc_35
104,0.0,0.0,0.0,test_soc_35
105,0.0,0.0,0.0,test_soc_35
106,0.0,0.0,0.0,test_soc_35
107,0.0,0.0,0.0,test_soc_35
108,0.0,0.0,0.0,test_soc_35
109,0.0,0.0,0.0,test_soc_35
110,0.0,0.0,0.0,test_soc_35
111,0.0,0.0,0.0,test_soc_35
112,0.0,0.0,0.0,test_soc_35
113,0.0,0.0,0.0,test_soc_35
114,0.0,0.0,0.0,test_soc_35
115,0.0,0.0,0.0,test_soc_35
116,0.0,0.0,0.0,test_soc_35
117,0.0,0.0,0.0,test_soc_35
118,0.0,0.0,0.0,test_soc_35
119,0.0,0.0,0.0,test_soc_35
120,,,,test_soc_35
0,0.0,0.0,0.0,test_soc_40
1,34.0,14.0,7.0,test_soc_40
2,37.0,15.0,8.0,test_soc_40
3,39.0,16.0,8.0,test_soc_40
4,42.0,17.0,9.0,test_soc_40
5,45.0,18.0,9.0,test_soc_40
6,48.0,20.0,10.0,test_soc_40
7,52.0,21.0,11.0,test_soc_40
8,55.0,22.0,11.0,test_soc_40
9,59.0,24.0,12.0,test_soc_40
10,63.0,25.0,13.0,test_soc_40
11,67.0,27.0,14.0,test_soc_40
12,72.0,29.0,15.0,test_soc_40
13,77.0,31.0,16.0,test_soc_40
14,82.0,33.0,17.0,test_soc_40
15,87.0,35.0,18.0,test_soc_40
16,93.0,37.0,19.0,test_soc_40
17,99.0,40.0,20.0,test_soc_40
18,105.0,42.0,21.0,test_soc_40
19,112.0,45.0,23.0,test_soc_40
20,118.0,48.0,24.0,test_soc_40
21,126.0,51.0,26.0,test_soc_40
22,133.0,54.0,27.0,test_soc_40
23,141.0,57.0,29.0,test_soc_40
24,149.0,60.0,30.0,test_soc_40
25,157.0,63.0,32.0,test_soc_40
26,166.0,67.0,34.0,test_soc_40
27,175.0,70.0,35.0,test_soc_40
28,184.0,74.0,37.0,test_soc_40
29,193.0,78.0,39.0,test_soc_40
30,203.0,81.0,41.0,test_soc_40
31,212.0,85.0,43.0,test_soc_40
32,222.0,89.0,45.0,test_soc_40
33,231.0,93.0,47.0,test_soc_40
34,240.0,96.0,48.0,test_soc_40
35,250.0,100.0,50.0,test_soc_40
36,259.0,104.0,52.0,test_soc_40
37,267.0,107.0,54.0,test_soc_40
38,275.0,110.0,55.0,test_soc_40
39,283.0,113.0,57.0,test_soc_40
40,290.0,116.0,58.0,test_soc_40
41,296.0,119.0,60.0,test_soc_40
42,301.0,121.0,61.0,test_soc_40
43,305.0,122.0,61.0,test_soc_40
44,308.0,124.0,62.0,test_soc_40
45,310.0,124.0,62.0,test_soc_40
46,311.0,125.0,63.0,test_soc_40
47,310.0,124.0,62.0,test_soc_40
48,308.0,123.0,62.0,test_soc_40
49,304.0,122.0,61.0,test_soc_40
50,298.0,120.0,60.0,test_soc_40
51,291.0,117.0,59.0,test_soc_40
52,283.0,113.0,57.0,test_soc_40
53,273.0,109.0,55.0,test_soc_40
54,261.0,105.0,53.0,test_soc_40
55,247.0,99.0,50.0,test_soc_40
56,233.0,93.0,47.0,test_soc_40
57,217.0,87.0,44.0,test_soc_40
58,199.0,80.0,40.0,test_soc_40
59,181.0,73.0,37.0,test_soc_40
60,161.0,65.0,33.0,test_soc_40
61,141.0,57.0,29.0,test_soc_40
62,120.0,48.0,24.0,test_soc_40
63,99.0,40.0,20.0,test_soc_40
64,77.0,31.0,16.0,test_soc_40
65,55.0,22.0,11.0,test_soc_40
66,33.0,14.0,7.0,test_soc_40
67,12.0,5.0,3.0,test_soc_40
68,0.0,0.0,0.0,test_soc_40
69,0.0,0.0,0.0,test_soc_40
70,0.0,0.0,0.0,test_soc_40
71,0.0,0.0,0.0,test_soc_40
72,0.0,0.0,0.0,test_soc_40
73,0.0,0.0,0.0,test_soc_40
74,0.0,0.0,0.0,test_soc_40
75,0.0,0.0,0.0,test_soc_40
76,0.0,0.0,0.0,test_soc_40
77,0.0,0.0,0.0,test_soc_40
78,0.0,0.0,0.0,test_soc_40
79,0.0,0.0,0.0,test_soc_40
80,0.0,0.0,0.0,test_soc_40
81,0.0,0.0,0.0,test_soc_40
82,0.0,0.0,0.0,test_soc_40
83,0.0,0.0,0.0,test_soc_40
84,0.0,0.0,0.0,test_soc_40
85,0.0,0.0,0.0,test_soc_40
86,0.0,0.0,0.0,test_soc_40
87,0.0,0.0,0.0,test_soc_40
88,0.0,0.0,0.0,test_soc_40
89,0.0,0.0,0.0,test_soc_40
90,0.0,0.0,0.0,test_soc_40
91,0.0,0.0,0.0,test_soc_40
92,0.0,0.0,0.0,test_soc_40
93,0.0,0.0,0.0,test_soc_40
94,0.0,0.0,0.0,test_soc_40
95,0.0,0.0,0.0,test_soc_40
96,0.0,0.0,0.0,test_soc_40
97,0.0,0.0,0.0,test_soc_40
98,0.0,0.0,0.0,test_soc_40
99,0.0,0.0,0.0,test_soc_40
100,0.0,0.0,0.0,test_soc_40
101,0.0,0.0,0.0,test_soc_40
102,0.0,0.0,0.0,test_soc_40
103,0.0,0.0,0.0,test_soc_40
104,0.0,0.0,0.0,test_soc_40
105,0.0,0.0,0.0,test_soc_40
106,0.0,0.0,0.0,test_soc_40
107,0.0,0.0,0.0,test_soc_40
108,0.0,0.0,0.0,test_soc_40
109,0.0,0.0,0.0,test_soc_40
110,0.0,0.0,0.0,test_soc_40
111,0.0,0.0,0.0,test_soc_40
112,0.0,0.0,0.0,test_soc_40
113,0.0,0.0,0.0,test_soc_40
114,0.0,0.0,0.0,test_soc_40
115,0.0,0.0,0.0,test_soc_40
116,0.0,0.0,0.0,test_soc_40
117,0.0,0.0,0.0,test_soc_40
118,0.0,0.0,0.0,test_soc_40
119,0.0,0.0,0.0,test_soc_40
120,,,,test_soc_40
0,0.0,0.0,0.0,test_soc_45
1,34.0,14.0,7.0,test_soc_45
2,37.0,15.0,8.0,test_soc_45
3,39.0,16.0,8.0,test_soc_45
4,42.0,17.0,9.0,test_soc_45
5,45.0,18.0,9.0,test_soc_45
6,48.0,20.0,10.0,test_soc_45
7,52.0,21.0,11.0,test_soc_45
8,55.0,22.0,11.0,test_soc_45
9,59.0,24.0,12.0,test_soc_45
10,63.0,25.0,13.0,test_soc_45
11,67.0,27.0,14.0,test_soc_45
12,72.0,29.0,15.0,test_soc_45
13,77.0,31.0,16.0,test_soc_45
14,82.0,33.0,17.0,test_soc_45
15,87.0,35.0,18.0,test_soc_45
16,93.0,37.0,19.0,test_soc_45
17,99.0,40.0,20.0,test_soc_45
18,105.0,42.0,21.0,test_soc_45
19,112.0,45.0,23.0,test_soc_45
20,118.0,48.0,24.0,test_soc_45
21,126.0,51.0,26.0,test_soc_45
22,133.0,54.0,27.0,test_soc_45
23,141.0,57.0,29.0,test_soc_45
24,149.0,60.0,30.0,test_soc_45
25,157.0,63.0,32.0,test_soc_45
26,166.0,67.0,34.0,test_soc_45
27,175.0,70.0,35.0,test_soc_45
28,184.0,74.0,37.0,test_soc_45
29,193.0,78.0,39.0,test_soc_45
30,203.0,81.0,41.0,test_soc_45
31,212.0,85.0,43.0,test_soc_45
32,222.0,89.0,45.0,test_soc_45
33,231.0,93.0,47.0,test_soc_45
34,240.0,96.0,48.0,test_soc_45
35,250.0,100.0,50.0,test_soc_45
36,259.0,104.0,52.0,test_soc_45
37,267.0,107.0,54.0,test_soc_45
38,275.0,110.0,55.0,test_soc_45
39,283.0,113.0,57.0,test_soc_45
40,290.0,116.0,58.0,test_soc_45
41,296.0,119.0,60.0,test_soc_45
42,301.0,121.0,61.0,test_soc_45
43,305.0,122.0,61.0,test_soc_45
44,308.0,124.0,62.0,test_soc_45
45,310.0,124.0,62.0,test_soc_45
46,311.0,125.0,63.0,test_soc_45
47,310.0,124.0,62.0,test_soc_45
48,308.0,123.0,62.0,test_soc_45
49,304.0,122.0,61.0,test_soc_45
50,298.0,120.0,60.0,test_soc_45
51,291.0,117.0,59.0,test_soc_45
52,283.0,113.0,57.0,test_soc_45
53,273.0,109.0,55.0,test_soc_45
54,261.0,105.0,53.0,test_soc_45
55,247.0,99.0,50.0,test_soc_45
56,233.0,93.0,47.0,test_soc_45
57,217.0,87.0,44.0,test_soc_45
58,199.0,80.0,40.0,test_soc_45
59,181.0,73.0,37.0,test_soc_45
60,161.0,65.0,33.0,test_soc_45
61,141.0,57.0,29.0,test_soc_45
62,120.0,48.0,24.0,test_soc_45
63,99.0,40.0,20.0,test_soc_45
64,77.0,31.0,16.0,test_soc_45
65,55.0,22.0,11.0,test_soc_45
66,33.0,14.0,7.0,test_soc_45
67,12.0,5.0,3.0,test_soc_45
68,0.0,0.0,0.0,test_soc_45
69,0.0,0.0,0.0,test_soc_45
70,0.0,0.0,0.0,test_soc_45
71,0.0,0.0,0.0,test_soc_45
72,0.0,0.0,0.0,test_soc_45
73,0.0,0.0,0.0,test_soc_45
74,0.0,0.0,0.0,test_soc_45
75,0.0,0.0,0.0,test_soc_45
76,0.0,0.0,0.0,test_soc_45
77,0.0,0.0,0.0,test_soc_45
78,0.0,0.0,0.0,test_soc_45
79,0.0,0.0,0.0,test_soc_45
80,0.0,0.0,0.0,test_soc_45
81,0.0,0.0,0.0,test_soc_45
82,0.0,0.0,0.0,test_soc_45
83,0.0,0.0,0.0,test_soc_45
84,0.0,0.0,0.0,test_soc_45
85,0.0,0.0,0.0,test_soc_45
86,0.0,0.0,0.0,test_soc_45
87,0.0,0.0,0.0,test_soc_45
88,0.0,0.0,0.0,test_soc_45
89,0.0,0.0,0.0,test_soc_45
90,0.0,0.0,0.0,test_soc_45
91,0.0,0.0,0.0,test_soc_45
92,0.0,0.0,0.0,test_soc_45
93,0.0,0.0,0.0,test_soc_45
94,0.0,0.0,0.0,test_soc_45
95,0.0,0.0,0.0,test_soc_45
96,0.0,0.0,0.0,test_soc_45
97,0.0,0.0,0.0,test_soc_45
98,0.0,0.0,0.0,test_soc_45
99,0.0,0.0,0.0,test_soc_45
100,0.0,0.0,0.0,test_soc_45
101,0.0,0.0,0.0,test_soc_45
102,0.0,0.0,0.0,test_soc_45
103,0.0,0.0,0.0,test_soc_45
104,0.0,0.0,0.0,test_soc_45
105,0.0,0.0,0.0,test_soc_45
106,0.0,0.0,0.0,test_soc_45
107,0.0,0.0,0.0,test_soc_45
108,0.0,0.0,0.0,test_soc_45
109,0.0,0.0,0.0,test_soc_45
110,0.0,0.0,0.0,test_soc_45
111,0.0,0.0,0.0,test_soc_45
112,0.0,0.0,0.0,test_soc_45
113,0.0,0.0,0.0,test_soc_45
114,0.0,0.0,0.0,test_soc_45
115,0.0,0.0,0.0,test_soc_45
116,0.0,0.0,0.0,test_soc_45
117,0.0,0.0,0.0,test_soc_45
118,0.0,0.0,0.0,test_soc_45
119,0.0,0.0,0.0,test_soc_45
120,,,,test_soc_45
0,0.0,0.0,0.0,test_soc_50
1,34.0,14.0,7.0,test_soc_50
2,37.0,15.0,8.0,test_soc_50
3,39.0,16.0,8.0,test_soc_50
4,42.0,17.0,9.0,test_soc_50
5,45.0,18.0,9.0,test_soc_50
6,48.0,20.0,10.0,test_soc_50
7,52.0,21.0,11.0,test_soc_50
8,55.0,22.0,11.0,test_soc_50
9,59.0,24.0,12.0,test_soc_50
10,63.0,25.0,13.0,test_soc_50
11,67.0,27.0,14.0,test_soc_50
12,72.0,29.0,15.0,test_soc_50
13,77.0,31.0,16.0,test_soc_50
14,82.0,33.0,17.0,test_soc_50
15,87.0,35.0,18.0,test_soc_50
16,93.0,37.0,19.0,test_soc_50
17,99.0,40.0,20.0,test_soc_50
18,105.0,42.0,21.0,test_soc_50
19,112.0,45.0,23.0,test_soc_50
20,118.0,48.0,24.0,test_soc_50
21,126.0,51.0,26.0,test_soc_50
22,133.0,54.0,27.0,test_soc_50
23,141.0,57.0,29.0,test_soc_50
24,149.0,60.0,30.0,test_soc_50
25,157.0,63.0,32.0,test_soc_50
26,166.0,67.0,34.0,test_soc_50
27,175.0,70.0,35.0,test_soc_50
28,184.0,74.0,37.0,test_soc_50
29,193.0,78.0,39.0,test_soc_50
30,203.0,81.0,41.0,test_soc_50
31,212.0,85.0,43.0,test_soc_50
32,222.0,89.0,45.0,test_soc_50
33,231.0,93.0,47.0,test_soc_50
34,240.0,96.0,48.0,test_soc_50
35,250.0,100.0,50.0,test_soc_50
36,259.0,104.0,52.0,test_soc_50
37,267.0,107.0,54.0,test_soc_50
38,275.0,110.0,55.0,test_soc_50
39,283.0,113.0,57.0,test_soc_50
40,290.0,116.0,58.0,test_soc_50
41,296.0,119.0,60.0,test_soc_50
42,301.0,121.0,61.0,test_soc_50
43,305.0,122.0,61.0,test_soc_50
44,308.0,124.0,62.0,test_soc_50
45,310.0,124.0,62.0,test_soc_50
46,311.0,125.0,63.0,test_soc_50
47,310.0,124.0,62.0,test_soc_50
48,308.0,123.0,62.0,test_soc_50
49,304.0,122.0,61.0,test_soc_50
50,298.0,120.0,60.0,test_soc_50
51,291.0,117.0,59.0,test_soc_50
52,283.0,113.0,57.0,test_soc_50
53,273.0,109.0,55.0,test_soc_50
54,261.0,105.0,53.0,test_soc_50
55,247.0,99.0,50.0,test_soc_50
56,233.0,93.0,47.0,test_soc_50
57,217.0,87.0,44.0,test_soc_50
58,199.0,80.0,40.0,test_soc_50
59,181.0,73.0,37.0,test_soc_50
60,161.0,65.0,33.0,test_soc_50
61,141.0,57.0,29.0,test_soc_50
62,120.0,48.0,24.0,test_soc_50
63,99.0,40.0,20.0,test_soc_50
64,77.0,31.0,16.0,test_soc_50
65,55.0,22.0,11.0,test_soc_50
66,33.0,14.0,7.0,test_soc_50
67,12.0,5.0,3.0,test_soc_50
68,0.0,0.0,0.0,test_soc_50
69,0.0,0.0,0.0,test_soc_50
70,0.0,0.0,0.0,test_soc_50
71,0.0,0.0,0.0,test_soc_50
72,0.0,0.0,0.0,test_soc_50
73,0.0,0.0,0.0,test_soc_50
74,0.0,0.0,0.0,test_soc_50
75,0.0,0.0,0.0,test_soc_50
76,0.0,0.0,0.0,test_soc_50
77,0.0,0.0,0.0,test_soc_50
78,0.0,0.0,0.0,test_soc_50
79,0.0,0.0,0.0,test_soc_50
80,0.0,0.0,0.0,test_soc_50
81,0.0,0.0,0.0,test_soc_50
82,0.0,0.0,0.0,test_soc_50
83,0.0,0.0,0.0,test_soc_50
84,0.0,0.0,0.0,test_soc_50
85,0.0,0.0,0.0,test_soc_50
86,0.0,0.0,0.0,test_soc_50
87,0.0,0.0,0.0,test_soc_50
88,0.0,0.0,0.0,test_soc_50
89,0.0,0.0,0.0,test_soc_50
90,0.0,0.0,0.0,test_soc_50
91,0.0,0.0,0.0,test_soc_50
92,0.0,0.0,0.0,test_soc_50
93,0.0,0.0,0.0,test_soc_50
94,0.0,0.0,0.0,test_soc_50
95,0.0,0.0,0.0,test_soc_50
96,0.0,0.0,0.0,test_soc_50
97,0.0,0.0,0.0,test_soc_50
98,0.0,0.0,0.0,test_soc_50
99,0.0,0.0,0.0,test_soc_50
100,0.0,0.0,0.0,test_soc_50
101,0.0,0.0,0.0,test_soc_50
102,0.0,0.0,0.0,test_soc_50
103,0.0,0.0,0.0,test_soc_50
104,0.0,0.0,0.0,test_soc_50
105,0.0,0.0,0.0,test_soc_50
106,0.0,0.0,0.0,test_soc_50
107,0.0,0.0,0.0,test_soc_50
108,0.0,0.0,0.0,test_soc_50
109,0.0,0.0,0.0,test_soc_50
110,0.0,0.0,0.0,test_soc_50
111,0.0,0.0,0.0,test_soc_50
112,0.0,0.0,0.0,test_soc_50
113,0.0,0.0,0.0,test_soc_50
114,0.0,0.0,0.0,test_soc_50
115,0.0,0.0,0.0,test_soc_50
116,0.0,0.0,0.0,test_soc_50
117,0.0,0.0,0.0,test_soc_50
118,0.0,0.0,0.0,test_soc_50
119,0.0,0.0,0.0,test_soc_50
120,,,,test_soc_50
0,0.0,0.0,0.0,test_soc_55
1,34.0,14.0,7.0,test_soc_55
2,37.0,15.0,8.0,test_soc_55
3,39.0,16.0,8.0,test_soc_55
4,42.0,17.0,9.0,test_soc_55
5,45.0,18.0,9.0,test_soc_55
6,48.0,20.0,10.0,test_soc_55
7,52.0,21.0,11.0,test_soc_55
8,55.0,22.0,11.0,test_soc_55
9,59.0,24.0,12.0,test_soc_55
10,63.0,25.0,13.0,test_soc_55
11,67.0,27.0,14.0,test_soc_55
12,72.0,29.0,15.0,test_soc_55
13,77.0,31.0,16.0,test_soc_55
14,82.0,33.0,17.0,test_soc_55
15,87.0,35.0,18.0,test_soc_55
16,93.0,37.0,19.0,test_soc_55
17,99.0,40.0,20.0,test_soc_55
18,105.0,42.0,21.0,test_soc_55
19,112.0,45.0,23.0,test_soc_55
20,118.0,48.0,24.0,test_soc_55
21,126.0,51.0,26.0,test_soc_55
22,133.0,54.0,27.0,test_soc_55
23,141.0,57.0,29.0,test_soc_55
24,149.0,60.0,30.0,test_soc_55
25,157.0,63.0,32.0,test_soc_55
26,166.0,67.0,34.0,test_soc_55
27,175.0,70.0,35.0,test_soc_55
28,184.0,74.0,37.0,test_soc_55
29,193.0,78.0,39.0,test_soc_55
30,203.0,81.0,41.0,test_soc_55
31,212.0,85.0,43.0,test_soc_55
32,222.0,89.0,45.0,test_soc_55
33,231.0,93.0,47.0,test_soc_55
34,240.0,96.0,48.0,test_soc_55
35,250.0,100.0,50.0,test_soc_55
36,259.0,104.0,52.0,test_soc_55
37,267.0,107.0,54.0,test_soc_55
38,275.0,110.0,55.0,test_soc_55
39,283.0,113.0,57.0,test_soc_55
40,290.0,116.0,58.0,test_soc_55
41,296.0,119.0,60.0,test_soc_55
42,301.0,121.0,61.0,test_soc_55
43,305.0,122.0,61.0,test_soc_55
44,308.0,124.0,62.0,test_soc_55
45,310.0,124.0,62.0,test_soc_55
46,311.0,125.0,63.0,test_soc_55
47,310.0,124.0,62.0,test_soc_55
48,308.0,123.0,62.0,test_soc_55
49,304.0,122.0,61.0,test_soc_55
50,298.0,120.0,60.0,test_soc_55
51,291.0,117.0,59.0,test_soc_55
52,283.0,113.0,57.0,test_soc_55
53,273.0,109.0,55.0,test_soc_55
54,261.0,105.0,53.0,test_soc_55
55,247.0,99.0,50.0,test_soc_55
56,233.0,93.0,47.0,test_soc_55
57,217.0,87.0,44.0,test_soc_55
58,199.0,80.0,40.0,test_soc_55
59,181.0,73.0,37.0,test_soc_55
60,161.0,65.0,33.0,test_soc_55
61,141.0,57.0,29.0,test_soc_55
62,120.0,48.0,24.0,test_soc_55
63,99.0,40.0,20.0,test_soc_55
64,77.0,31.0,16.0,test_soc_55
65,55.0,22.0,11.0,test_soc_55
66,33.0,14.0,7.0,test_soc_55
67,12.0,5.0,3.0,test_soc_55
68,0.0,0.0,0.0,test_soc_55
69,0.0,0.0,0.0,test_soc_55
70,0.0,0.0,0.0,test_soc_55
71,0.0,0.0,0.0,test_soc_55
72,0.0,0.0,0.0,test_soc_55
73,0.0,0.0,0.0,test_soc_55
74,0.0,0.0,0.0,test_soc_55
75,0.0,0.0,0.0,test_soc_55
76,0.0,0.0,0.0,test_soc_55
77,0.0,0.0,0.0,test_soc_55
78,0.0,0.0,0.0,test_soc_55
79,0.0,0.0,0.0,test_soc_55
80,0.0,0.0,0.0,test_soc_55
81,0.0,0.0,0.0,test_soc_55
82,0.0,0.0,0.0,test_soc_55
83,0.0,0.0,0.0,test_soc_55
84,0.0,0.0,0.0,test_soc_55
85,0.0,0.0,0.0,test_soc_55
86,0.0,0.0,0.0,test_soc_55
87,0.0,0.0,0.0,test_soc_55
88,0.0,0.0,0.0,test_soc_55
89,0.0,0.0,0.0,test_soc_55
90,0.0,0.0,0.0,test_soc_55
91,0.0,0.0,0.0,test_soc_55
92,0.0,0.0,0.0,test_soc_55
93,0.0,0.0,0.0,test_soc_55
94,0.0,0.0,0.0,test_soc_55
95,0.0,0.0,0.0,test_soc_55
96,0.0,0.0,0.0,test_soc_55
97,0.0,0.0,0.0,test_soc_55
98,0.0,0.0,0.0,test_soc_55
99,0.0,0.0,0.0,test_soc_55
100,0.0,0.0,0.0,test_soc_55
101,0.0,0.0,0.0,test_soc_55
102,0.0,0.0,0.0,test_soc_55
103,0.0,0.0,0.0,test_soc_55
104,0.0,0.0,0.0,test_soc_55
105,0.0,0.0,0.0,test_soc_55
106,0.0,0.0,0.0,test_soc_55
107,0.0,0.0,0.0,test_soc_55
108,0.0,0.0,0.0,test_soc_55
109,0.0,0.0,0.0,test_soc_55
110,0.0,0.0,0.0,test_soc_55
111,0.0,0.0,0.0,test_soc_55
112,0.0,0.0,0.0,test_soc_55
113,0.0,0.0,0.0,test_soc_55
114,0.0,0.0,0.0,test_soc_55
115,0.0,0.0,0.0,test_soc_55
116,0.0,0.0,0.0,test_soc_55
117,0.0,0.0,0.0,test_soc_55
118,0.0,0.0,0.0,test_soc_55
119,0.0,0.0,0.0,test_soc_55
120,,,,test_soc_55
0,0.0,0.0,0.0,test_soc_60
